train_loss,train_acc,val_loss,val_acc
3.9147103616730944964,0.025778087044534412,3.8844471949024050872,0.024444444444444446
3.8124375237060834642,0.03705402327935223,3.7380782052161789508,0.04666666666666667
3.7507663114455089826,0.04591029858299595,3.734367645567421956,0.044444444444444446
3.7340464831156312542,0.049958881578947366,3.7124774403296205705,0.05555555555555555
3.700462379190094353,0.054940536437246966,3.7091703271256855068,0.042222222222222223
3.6903659808420434807,0.054798203441295545,3.7268867797800364627,0.04888888888888889
3.6781887372846497897,0.055019610323886636,3.62654674737037519,0.06888888888888889
3.6637127887815967853,0.05911563765182186,3.6266024316868210597,0.05555555555555555
3.6382088785047654866,0.06306933198380567,3.6859348325433889393,0.03777777777777778
3.6366469958181548705,0.06461918016194332,3.6224628663459372824,0.06666666666666667
3.6314402406357451092,0.06495129048582995,3.605542729852809103,0.06222222222222222
3.6207885673551056804,0.068604504048583,3.5872072173607167933,0.057777777777777775
3.6061974697072165519,0.0711664979757085,3.604664489461417709,0.06444444444444444
3.600569356683487321,0.07265308704453441,3.5952961572156145742,0.05555555555555555
3.5905344795401497038,0.07372849190283401,3.5960126104408169923,0.07333333333333333
3.5915749237760250523,0.0739498987854251,3.6046711695341593362,0.057777777777777775
3.5896962771414617777,0.07300101214574899,3.5860535872100238741,0.06
3.5849434447052197505,0.07292193825910931,3.578765566578403945,0.07111111111111111
3.5822006122010359164,0.07456667510121458,3.7111828386031673332,0.051111111111111114
3.5767132073144183302,0.0769547064777328,3.7034079872200855732,0.057777777777777775
